,RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5981,5982,15801296,634,1,0,37,7,143258.85,2,1,0,192721.98,0
5982,5983,15704378,655,1,1,37,9,121342.24,1,1,1,180241.44,0
5983,5984,15767891,619,1,0,28,6,99152.73,2,1,0,48475.12,0
5984,5985,15640667,662,0,0,41,4,0.0,2,1,0,126551.48,0
5985,5986,15702145,705,2,1,33,7,68423.89,1,1,1,64872.55,0
5986,5987,15679738,527,2,0,35,8,0.0,1,1,0,98031.53,1
5987,5988,15636634,630,1,0,25,7,79656.81,1,1,0,93524.22,0
5988,5989,15809227,850,0,1,35,2,0.0,2,1,1,56991.66,0
5989,5990,15601811,668,0,0,53,10,110240.04,1,0,0,183980.56,1
5990,5991,15625494,573,0,0,32,9,125321.84,2,1,1,130234.63,0
5991,5992,15723737,680,0,1,27,3,0.0,1,1,0,32454.26,0
5992,5993,15682955,758,0,0,32,2,84378.9,1,1,1,75396.43,0
5993,5994,15758856,597,0,1,45,7,0.0,2,0,0,167756.45,0
5994,5995,15746065,580,1,1,35,10,136281.41,2,1,1,24799.47,0
5995,5996,15783865,622,0,1,59,5,119380.37,1,1,1,60429.43,0
5996,5997,15745455,638,1,1,62,4,108716.59,2,1,1,74241.09,0
5997,5998,15583033,640,0,0,20,4,0.0,2,0,1,78310.82,0
5998,5999,15644212,644,2,1,28,0,0.0,2,1,0,119419.37,0
5999,6000,15735688,753,0,0,31,6,106596.29,1,0,0,91305.77,0
6000,6001,15658577,629,0,0,37,10,99546.25,3,0,1,25136.95,1
6001,6002,15606887,775,0,0,30,5,0.0,1,1,0,193880.6,1
6002,6003,15783026,701,0,0,41,2,0.0,1,1,0,47856.78,0
6003,6004,15579892,708,2,1,19,7,112615.86,1,1,1,4491.77,0
6004,6005,15802088,521,2,0,22,10,0.0,1,1,1,101311.95,0
6005,6006,15589323,636,0,0,24,9,0.0,2,0,1,38830.72,0
6006,6007,15636395,529,0,0,31,5,0.0,2,1,0,26817.23,0
6007,6008,15712772,757,0,1,28,3,75381.15,1,1,1,199727.72,0
6008,6009,15700937,767,2,0,24,5,0.0,2,1,1,67445.85,0
6009,6010,15766659,525,2,1,33,5,0.0,2,1,0,161002.29,0
6010,6011,15814033,759,2,1,38,1,0.0,2,1,0,20778.39,0
6011,6012,15783007,520,1,0,45,1,123086.39,1,1,1,41042.4,1
6012,6013,15654183,738,0,0,26,3,0.0,2,1,0,67484.16,0
6013,6014,15609899,548,2,1,37,4,0.0,1,1,0,121763.68,0
6014,6015,15747323,535,2,1,48,9,109472.47,1,1,0,157358.43,1
6015,6016,15582591,615,2,1,59,4,155766.05,1,1,1,110275.17,0
6016,6017,15738835,850,1,1,38,7,101985.81,2,0,0,43801.27,0
6017,6018,15782404,487,0,0,34,2,96019.5,1,0,0,9085.0,0
6018,6019,15697480,731,0,1,30,7,0.0,2,0,1,143086.09,0
6019,6020,15697045,726,2,0,35,9,0.0,2,0,1,100556.98,0
6020,6021,15781234,609,0,0,35,2,147900.43,1,1,0,140000.29,0
6021,6022,15579891,714,0,1,52,4,100755.66,1,1,1,186775.25,0
6022,6023,15805690,694,2,0,35,7,0.0,1,1,0,133570.43,1
6023,6024,15612139,786,0,0,33,0,83036.05,1,0,1,154990.58,1
6024,6025,15568834,698,2,1,27,6,125427.37,2,0,0,27654.44,0
6025,6026,15709917,601,0,0,46,3,98202.76,1,0,0,137763.93,0
6026,6027,15718843,769,2,1,41,1,72509.91,1,1,0,25723.73,0
6027,6028,15799494,850,1,1,44,3,140393.65,2,0,1,186285.52,0
6028,6029,15673439,646,2,0,50,5,142644.64,2,1,1,142208.5,1
6029,6030,15669011,659,0,0,44,9,23503.31,1,0,1,169862.01,1
6030,6031,15581388,487,2,1,33,8,145729.71,1,1,0,41365.85,0
6031,6032,15743153,740,1,0,40,2,122295.17,2,1,1,30812.84,0
6032,6033,15579787,686,0,1,39,4,0.0,2,1,0,155023.93,0
6033,6034,15759966,612,2,0,36,5,119799.27,2,1,0,159416.58,0
6034,6035,15601045,655,2,1,37,8,163708.58,2,0,0,76259.23,0
6035,6036,15764021,617,0,1,34,1,61687.33,2,1,0,105965.25,0
6036,6037,15687218,674,0,0,27,4,79144.34,1,0,1,50743.83,0
6037,6038,15626452,711,2,1,32,5,0.0,2,1,1,147720.27,0
6038,6039,15700964,624,1,0,27,7,104848.68,1,1,1,167387.36,0
6039,6040,15768887,597,2,1,26,5,0.0,2,0,1,95159.13,0
6040,6041,15735358,682,2,1,46,4,0.0,1,1,1,4654.28,0
6041,6042,15749472,775,0,1,45,8,0.0,1,1,0,130376.68,0
6042,6043,15685872,727,0,0,29,1,146652.01,1,1,1,173486.39,0
6043,6044,15760851,629,0,1,31,6,0.0,2,1,0,93881.75,0
6044,6045,15734588,684,0,1,46,0,0.0,2,1,1,36376.97,0
6045,6046,15784594,549,1,0,37,1,130622.34,2,1,1,128499.94,0
6046,6047,15606435,593,1,1,69,2,187013.13,2,0,1,105898.69,0
6047,6048,15790247,536,2,1,40,9,0.0,2,1,1,11959.03,0
6048,6049,15676433,707,0,0,36,6,0.0,1,0,0,98810.78,0
6049,6050,15625905,592,2,1,41,0,0.0,2,1,0,65906.07,0
6050,6051,15626414,703,0,1,44,6,98862.54,1,1,0,151516.7,0
6051,6052,15623220,723,2,0,45,4,0.0,2,1,0,37214.39,0
6052,6053,15752857,452,1,1,52,1,98443.14,2,0,0,92033.98,0
6053,6054,15677908,552,2,1,42,4,0.0,2,0,0,195692.3,0
6054,6055,15773013,633,0,0,47,0,0.0,1,1,1,6342.84,1
6055,6056,15623972,479,1,0,23,9,123575.51,1,0,1,95148.28,0
6056,6057,15738627,768,0,1,25,6,0.0,2,1,1,21215.67,0
6057,6058,15643392,742,0,1,31,4,105239.1,1,1,1,19700.24,0
6058,6059,15684868,668,1,1,56,9,110993.79,1,1,0,134396.64,1
6059,6060,15627854,707,2,1,44,3,0.0,2,1,1,135077.01,0
6060,6061,15669253,754,2,1,39,7,157691.98,2,1,0,133600.89,1
6061,6062,15758023,544,1,1,47,5,105245.21,1,0,0,99922.08,1
6062,6063,15574558,718,2,1,32,8,0.0,2,1,1,41399.33,0
6063,6064,15635256,762,0,1,31,7,117687.35,1,1,1,159344.43,0
6064,6065,15680399,772,0,1,23,2,0.0,2,1,0,18364.19,0
6065,6066,15674720,691,1,0,37,7,123067.63,1,1,1,98162.44,1
6066,6067,15580249,502,0,1,45,0,0.0,1,0,0,84663.21,0
6067,6068,15675431,563,0,0,34,6,0.0,2,0,0,36536.93,0
6068,6069,15698285,676,0,0,41,4,101457.14,1,1,1,79101.67,0
6069,6070,15810775,576,2,1,52,2,100549.43,2,1,1,16644.16,0
6070,6071,15678173,629,2,1,35,4,174588.8,2,0,1,158420.14,0
6071,6072,15665222,625,2,1,52,8,121161.57,1,1,0,48988.28,0
6072,6073,15803908,628,0,1,45,9,0.0,2,1,1,96862.56,0
6073,6074,15586039,471,1,0,36,5,90063.74,2,1,1,96366.7,0
6074,6075,15802570,811,0,0,45,5,0.0,2,1,1,146123.19,0
6075,6076,15781451,504,0,1,42,3,134936.97,2,0,0,135178.91,0
6076,6077,15721019,687,0,0,24,3,110495.27,1,1,0,158615.41,0
6077,6078,15738588,660,1,0,37,2,133200.09,1,0,0,71433.88,0
6078,6079,15730657,548,0,0,41,4,82596.8,1,0,1,55672.09,0
6079,6080,15739292,609,1,1,31,9,103837.75,1,1,1,150218.11,0
6080,6081,15725945,659,2,0,42,2,0.0,1,0,0,162734.31,1
6081,6082,15813159,526,0,1,52,8,93590.47,1,0,1,21228.71,1
6082,6083,15636820,725,1,1,40,8,104149.66,1,1,0,62027.9,0
6083,6084,15603880,519,1,1,38,1,114141.64,1,1,1,60988.21,1
6084,6085,15619494,562,1,0,31,9,117153.0,1,1,1,108675.01,0
6085,6086,15596992,482,1,1,45,7,156353.46,1,1,0,72643.95,1
6086,6087,15735025,535,2,1,37,3,175534.78,2,1,1,9241.52,0
6087,6088,15730759,561,0,0,27,9,135637.0,1,1,0,153080.4,1
6088,6089,15752912,661,0,0,30,7,0.0,2,1,0,72196.57,0
6089,6090,15711316,771,0,1,27,2,0.0,2,1,1,199527.34,0
6090,6091,15738785,545,0,1,26,7,0.0,2,0,1,156598.23,0
6091,6092,15777896,850,1,0,33,2,83415.04,1,0,1,74917.64,0
6092,6093,15628963,601,1,1,43,3,141859.12,2,1,1,111249.62,0
6093,6094,15742126,712,1,1,38,7,132767.66,2,1,1,59115.77,0
6094,6095,15575623,589,0,0,31,10,110635.32,1,1,0,148218.86,0
6095,6096,15741652,600,2,1,37,8,177657.35,1,1,1,77142.32,0
6096,6097,15738884,642,1,1,41,4,157777.58,1,1,0,67484.6,0
6097,6098,15615050,575,1,1,47,9,107915.94,2,1,1,63452.18,1
6098,6099,15803005,570,1,0,57,5,86568.75,1,0,1,103660.31,0
6099,6100,15743498,532,1,1,52,9,137755.76,1,1,0,163191.99,1
6100,6101,15720463,796,0,1,30,2,137262.71,2,1,0,62905.29,0
6101,6102,15588695,833,2,1,32,6,0.0,1,1,1,44323.22,1
6102,6103,15665802,642,2,0,36,6,0.0,2,1,1,97938.59,0
6103,6104,15571144,655,0,1,28,10,0.0,2,0,1,126565.21,0
6104,6105,15750731,736,1,1,50,9,116309.01,1,1,0,185360.4,1
6105,6106,15605134,617,0,0,34,0,131244.65,2,1,0,183229.02,0
6106,6107,15626044,762,1,1,28,3,125155.83,2,1,1,106024.02,0
6107,6108,15737910,703,1,1,35,5,140691.08,2,1,0,167810.26,0
6108,6109,15761076,507,0,1,41,3,58820.32,2,1,1,138536.09,0
6109,6110,15710105,581,1,0,26,3,105099.45,1,1,1,184520.0,1
6110,6111,15577402,593,0,1,31,9,0.0,2,0,1,20492.16,0
6111,6112,15803337,648,0,1,23,9,168372.52,1,1,0,134676.72,0
6112,6113,15654372,462,1,1,34,1,94682.56,2,1,0,138478.2,0
6113,6114,15585867,596,2,1,36,2,0.0,2,0,1,125557.95,0
6114,6115,15662488,627,0,0,44,5,0.0,2,1,0,82969.61,1
6115,6116,15604813,494,0,1,40,7,0.0,2,0,1,158071.69,0
6116,6117,15611644,627,0,1,73,0,146329.73,1,0,1,43615.67,0
6117,6118,15674928,850,2,1,37,2,0.0,2,1,0,119969.99,0
6118,6119,15656100,632,0,0,49,5,167962.7,1,0,0,140201.21,0
6119,6120,15764293,490,0,1,33,1,0.0,2,1,1,80792.83,0
6120,6121,15636423,715,0,1,40,7,0.0,1,1,1,141359.11,0
6121,6122,15607629,679,0,1,48,8,0.0,2,1,0,23344.94,0
6122,6123,15577313,619,0,1,44,3,116967.68,1,1,0,5075.17,1
6123,6124,15714493,465,2,0,33,6,0.0,2,1,1,95500.98,0
6124,6125,15643359,736,2,1,32,7,0.0,1,0,1,79082.62,0
6125,6126,15687913,501,1,0,34,7,93244.42,1,0,1,199805.63,0
6126,6127,15790935,535,0,0,29,5,0.0,2,0,1,52709.55,0
6127,6128,15708693,759,0,0,33,2,0.0,2,1,0,56583.88,0
6128,6129,15672016,819,0,1,35,1,0.0,2,0,1,3385.04,0
6129,6130,15727605,533,1,1,43,4,80442.06,2,0,1,12537.42,0
6130,6131,15651144,632,1,0,35,2,150561.03,2,0,0,64722.61,0
6131,6132,15749401,686,0,1,60,9,0.0,3,1,1,75246.21,1
6132,6133,15691874,687,0,0,34,9,125474.44,1,1,0,198929.84,0
6133,6134,15620735,667,1,0,33,4,127076.68,2,1,0,69011.66,0
6134,6135,15769781,699,2,0,25,8,0.0,2,1,1,52404.47,0
6135,6136,15624611,497,2,1,37,8,128650.11,2,1,1,163641.53,0
6136,6137,15773071,780,2,0,33,6,145580.61,1,1,1,154598.56,0
6137,6138,15720371,652,0,0,51,3,0.0,1,1,0,173989.47,1
6138,6139,15717984,477,0,1,47,9,144900.58,1,1,0,61315.37,1
6139,6140,15806407,652,0,0,37,4,0.0,2,1,0,143393.24,0
6140,6141,15785042,488,0,0,31,8,97588.6,1,0,0,124210.53,0
6141,6142,15809302,572,0,1,24,1,0.0,2,1,1,151460.84,0
6142,6143,15677550,755,0,0,38,1,0.0,2,1,0,20734.81,0
6143,6144,15654096,779,1,0,24,10,122200.31,2,1,0,43705.56,0
6144,6145,15617320,693,2,0,46,3,151709.33,1,1,0,180736.24,0
6145,6146,15653065,530,2,0,22,7,0.0,2,1,0,104170.48,0
6146,6147,15649112,738,2,0,33,3,122134.4,2,0,1,27867.59,0
6147,6148,15690526,690,1,1,31,2,137260.45,2,1,0,55387.28,0
6148,6149,15806945,611,0,0,30,9,88594.14,1,1,0,196332.45,0
6149,6150,15670066,643,2,1,34,6,0.0,2,1,1,116046.22,0
6150,6151,15625761,632,1,1,41,8,127205.32,4,1,0,93874.87,1
6151,6152,15761525,727,2,0,31,10,96997.09,2,0,0,76614.04,0
6152,6153,15735080,508,0,0,64,2,0.0,1,1,1,6076.62,0
6153,6154,15619537,550,0,1,31,5,142200.19,2,1,1,122221.71,0
6154,6155,15598162,754,1,0,39,3,160761.41,1,1,1,24156.03,0
6155,6156,15694300,759,0,1,26,4,0.0,2,1,0,135394.62,0
6156,6157,15637235,794,2,1,33,8,0.0,2,0,0,91340.02,0
6157,6158,15612444,549,0,1,29,3,0.0,2,1,0,146090.38,0
6158,6159,15626457,671,0,1,31,0,116234.61,1,1,0,172096.08,0
6159,6160,15627995,756,1,0,26,5,155143.52,1,0,1,135034.57,1
6160,6161,15706128,632,0,0,21,1,0.0,2,1,0,84008.66,0
6161,6162,15666430,579,0,1,38,8,0.0,2,0,0,91763.67,0
6162,6163,15627385,748,0,1,34,5,84009.47,1,1,1,137001.1,0
6163,6164,15581323,488,1,0,28,7,139246.22,2,1,0,106799.49,0
6164,6165,15608109,710,1,1,58,7,170113.0,2,0,1,10494.64,0
6165,6166,15801942,619,2,0,41,8,0.0,3,1,1,79866.73,1
6166,6167,15567431,773,0,1,64,2,145578.28,1,0,1,186172.85,0
6167,6168,15810167,657,2,1,75,7,126273.95,1,0,1,91673.6,0
6168,6169,15644501,579,0,0,26,10,162482.76,1,1,1,18458.2,0
6169,6170,15785290,542,0,1,29,9,0.0,1,1,0,8342.35,0
6170,6171,15611157,709,0,0,32,2,87814.89,1,1,0,138578.37,0
6171,6172,15673837,617,2,1,61,3,113858.95,1,1,1,38129.22,0
6172,6173,15656822,568,1,1,43,5,87612.64,4,1,1,107155.4,1
6173,6174,15580560,769,0,0,73,1,0.0,1,1,1,29792.11,0
6174,6175,15760641,608,1,1,26,1,106648.98,1,0,1,7063.6,0
6175,6176,15587584,503,2,1,31,4,0.0,2,1,1,21645.06,0
6176,6177,15604146,608,1,0,38,8,103653.51,2,1,1,137079.86,0
6177,6178,15813974,731,1,1,37,3,116880.53,1,0,0,172718.35,1
6178,6179,15746986,850,1,0,40,4,97990.49,2,0,0,106691.02,0
6179,6180,15759741,591,1,0,34,4,150635.3,1,1,1,72274.84,0
6180,6181,15734892,579,2,1,37,4,0.0,2,1,1,32246.63,0
6181,6182,15797194,570,0,1,39,10,129674.89,2,1,0,80552.36,0
6182,6183,15723786,709,0,0,37,9,0.0,2,1,0,16733.59,0
6183,6184,15642726,611,0,1,53,3,83568.26,1,0,0,1235.49,0
6184,6185,15664339,775,2,1,48,4,178144.91,2,0,0,50168.41,1
6185,6186,15754526,699,1,1,36,6,147137.74,1,1,1,33687.9,0
6186,6187,15703037,618,0,1,37,5,0.0,1,0,1,178705.45,1
6187,6188,15751412,704,0,1,36,3,114370.41,1,0,1,66810.48,0
6188,6189,15609558,835,1,0,47,5,108289.28,2,1,1,45859.55,1
6189,6190,15572408,714,1,1,39,3,149887.49,2,1,0,63846.36,0
6190,6191,15613923,581,2,0,43,4,170172.9,1,0,1,100236.02,0
6191,6192,15747000,592,0,1,27,3,0.0,2,1,1,19645.65,0
6192,6193,15731781,551,0,1,43,7,0.0,2,1,0,178393.68,0
6193,6194,15727198,689,1,0,28,2,64808.32,2,0,0,78591.15,0
6194,6195,15794273,604,0,0,56,0,62732.65,1,0,1,124954.56,0
6195,6196,15804950,514,0,0,41,7,0.0,2,1,1,3756.65,0
6196,6197,15576304,698,0,1,29,5,95167.55,1,1,1,152723.23,0
6197,6198,15645200,581,1,0,54,2,152508.99,1,1,0,187597.98,1
6198,6199,15779627,573,1,1,31,0,134644.19,1,1,1,70381.49,0
6199,6200,15750755,449,2,0,33,8,0.0,2,0,0,156792.89,0
6200,6201,15569654,850,1,0,31,3,51293.47,1,0,0,35534.68,0
6201,6202,15753079,612,0,1,41,5,0.0,3,0,0,151256.22,0
6202,6203,15684995,690,2,1,49,8,116622.73,1,0,1,51011.29,0
6203,6204,15790763,599,2,0,49,2,0.0,2,1,0,111190.53,0
6204,6205,15766458,498,0,1,33,1,198113.86,1,1,0,69664.35,0
6205,6206,15616221,497,0,0,29,4,85646.81,1,0,0,63233.02,1
6206,6207,15776124,802,2,1,51,7,0.0,1,0,1,40855.79,0
6207,6208,15665811,644,0,1,33,9,141234.98,1,1,0,95673.05,0
6208,6209,15729804,714,0,1,34,10,0.0,2,1,1,80234.14,0
6209,6210,15714062,690,0,0,40,9,77641.99,1,0,0,189051.59,1
6210,6211,15592197,522,2,1,30,3,0.0,2,1,0,145490.85,0
6211,6212,15793116,502,1,0,40,7,117304.29,1,0,0,196278.32,0
6212,6213,15638231,730,2,0,62,2,0.0,2,1,1,162889.1,0
6213,6214,15697678,590,1,1,36,6,92340.69,2,1,1,174667.58,0
6214,6215,15800412,458,1,1,35,9,146780.52,2,1,1,3476.38,0
6215,6216,15597610,553,2,1,41,6,144974.55,1,1,1,19344.92,0
6216,6217,15726634,479,0,1,47,1,0.0,1,1,0,95270.83,0
6217,6218,15670866,693,0,1,31,2,0.0,2,1,1,107759.31,0
6218,6219,15667462,707,2,1,43,10,0.0,2,1,0,118368.2,0
6219,6220,15662574,636,2,1,37,1,115137.26,1,1,0,52484.01,0
6220,6221,15716926,807,0,1,33,10,101952.97,2,1,0,178153.65,0
6221,6222,15603554,513,0,0,45,0,164649.52,3,1,0,49915.52,1
6222,6223,15716800,582,0,1,31,2,0.0,2,1,1,33747.03,0
6223,6224,15679429,694,0,1,32,0,91956.49,1,1,1,59961.81,0
6224,6225,15616122,777,0,1,39,8,0.0,2,1,1,18613.52,0
6225,6226,15742172,598,1,1,32,9,123938.6,2,1,0,198894.42,0
6226,6227,15792305,762,1,1,46,6,123571.77,3,0,1,57014.17,1
6227,6228,15636016,588,0,0,34,3,120777.88,1,1,1,131729.52,0
6228,6229,15733138,663,1,1,42,5,90248.79,1,1,1,79169.73,0
6229,6230,15669741,777,0,1,36,7,0.0,1,1,0,106472.34,0
6230,6231,15616954,592,0,1,71,4,0.0,2,0,1,17013.54,0
6231,6232,15729238,631,1,1,48,1,106396.48,1,1,1,150661.42,1
6232,6233,15718242,725,1,0,47,1,104887.43,1,0,0,86622.56,1
6233,6234,15682914,850,0,1,34,2,72079.71,1,1,1,115767.93,0
6234,6235,15654274,540,0,1,37,6,0.0,2,1,0,141998.89,0
6235,6236,15691457,674,2,1,36,2,0.0,2,1,1,182787.17,0
6236,6237,15719649,553,0,1,38,3,99844.68,1,0,0,187915.7,0
6237,6238,15778897,630,0,0,28,1,0.0,2,1,1,133267.78,0
6238,6239,15589437,466,0,1,26,3,156815.71,1,1,1,137476.09,0
6239,6240,15682369,613,0,1,47,6,146034.74,1,1,1,77146.14,0
6240,6241,15626507,558,0,1,27,1,152283.39,1,1,0,183271.15,0
6241,6242,15571995,775,1,0,33,1,118897.1,2,1,1,26362.4,0
6242,6243,15673333,698,1,1,52,8,96781.39,1,1,1,153373.71,0
6243,6244,15748752,608,1,1,33,1,102772.67,2,1,0,70705.58,0
6244,6245,15725302,670,2,0,20,4,0.0,2,1,0,119759.24,0
6245,6246,15722083,591,2,1,39,8,0.0,2,0,0,42392.24,0
6246,6247,15771442,633,0,1,40,4,150578.0,1,0,1,34670.62,1
6247,6248,15803633,678,0,0,46,1,0.0,2,0,0,82106.19,0
6248,6249,15672185,590,0,1,47,3,0.0,2,1,0,171774.5,0
6249,6250,15806486,705,0,0,48,0,0.0,2,0,0,149772.61,0
6250,6251,15570895,608,0,1,42,10,163548.07,1,1,0,38866.85,0
6251,6252,15614520,682,0,0,37,8,148580.12,1,1,0,35179.18,0
6252,6253,15687492,596,1,1,32,3,96709.07,2,0,0,41788.37,0
6253,6254,15675337,395,1,0,34,5,106011.59,1,1,1,17376.57,1
6254,6255,15721047,578,1,1,37,1,135650.88,1,1,0,199428.19,0
6255,6256,15589017,547,1,1,55,4,111362.76,3,1,0,16922.28,1
6256,6257,15611186,609,0,1,37,1,39344.83,1,1,1,178291.89,1
6257,6258,15617301,774,1,1,36,9,130809.77,1,1,0,152290.28,0
6258,6259,15726046,712,0,0,27,2,133009.51,1,1,0,126809.15,0
6259,6260,15585748,585,1,0,28,9,135337.49,2,1,1,40385.61,0
6260,6261,15672826,666,0,0,32,10,112536.57,2,1,1,34350.54,0
6261,6262,15595162,708,2,0,35,8,122570.69,1,0,0,199005.88,0
6262,6263,15650026,513,0,1,44,1,63562.02,2,0,1,52629.73,1
6263,6264,15745826,445,0,1,37,3,0.0,2,1,1,180012.39,0
6264,6265,15708610,690,1,1,44,9,100368.63,2,0,0,35342.33,0
6265,6266,15624471,850,0,1,37,6,0.0,2,1,0,109291.22,0
6266,6267,15590097,537,2,0,33,7,136082.0,1,1,0,62746.54,0
6267,6268,15689328,705,1,1,48,9,114169.16,1,0,0,173273.2,1
6268,6269,15582154,670,0,0,45,5,47884.92,1,1,1,54340.24,0
6269,6270,15734626,652,2,0,36,1,0.0,2,1,1,19302.78,0
6270,6271,15702806,696,2,1,24,9,0.0,1,0,0,10883.52,0
6271,6272,15620756,747,0,1,49,6,202904.64,1,1,1,17298.72,1
6272,6273,15611331,511,0,0,46,1,0.0,1,1,1,115779.48,1
6273,6274,15576935,743,2,1,43,2,161807.18,2,0,1,93228.86,1
6274,6275,15661275,532,1,1,52,3,110791.97,1,1,0,148704.77,1
6275,6276,15814940,642,2,0,33,9,0.0,2,1,1,150475.14,0
6276,6277,15768471,554,1,0,54,6,108755.0,1,1,0,40914.32,1
6277,6278,15697391,604,2,0,34,3,0.0,2,1,0,38587.7,0
6278,6279,15793346,602,0,0,72,3,0.0,2,1,1,171260.66,0
6279,6280,15608338,757,2,0,55,9,117294.12,4,1,0,94187.47,1
6280,6281,15578546,491,1,1,26,4,102251.14,1,1,1,145900.89,0
6281,6282,15656921,850,0,1,31,4,0.0,2,0,0,152298.28,0
6282,6283,15761340,521,0,1,22,5,0.0,2,1,1,99828.45,0
6283,6284,15591135,726,0,1,37,2,132057.92,2,1,0,34743.98,0
6284,6285,15623219,596,0,1,33,8,0.0,1,1,0,121189.3,1
6285,6286,15655229,850,1,0,35,7,114285.2,1,0,1,129660.59,0
6286,6287,15805884,637,0,0,41,9,0.0,2,1,0,145477.36,0
6287,6288,15668289,690,2,1,32,2,76087.98,1,0,1,151822.66,0
6288,6289,15568562,689,0,1,40,8,160272.27,1,1,0,49656.24,0
6289,6290,15773276,633,2,1,63,4,114552.6,1,1,0,73856.28,1
6290,6291,15622801,555,0,0,27,8,102000.17,1,1,1,116757.0,0
6291,6292,15779886,563,2,1,24,7,0.0,2,0,0,16319.56,0
6292,6293,15713673,494,0,0,33,1,137853.0,1,0,1,90273.85,0
6293,6294,15783083,534,0,1,27,9,0.0,2,1,0,161344.13,0
6294,6295,15742824,696,1,1,42,7,162318.61,1,1,0,121061.89,0
6295,6296,15621550,535,2,0,50,1,140292.58,3,0,0,69531.22,1
6296,6297,15799480,600,0,1,34,0,0.0,2,0,1,3756.23,0
6297,6298,15625247,807,0,0,34,1,0.0,1,0,0,114448.13,0
6298,6299,15755241,714,0,0,52,2,0.0,1,0,1,144045.08,1
6299,6300,15575679,590,0,1,24,7,126431.54,1,1,0,58781.11,0
6300,6301,15668235,614,0,0,41,3,123475.04,1,1,1,179227.52,0
6301,6302,15683183,766,1,0,45,6,97652.96,1,1,0,127332.33,0
6302,6303,15684592,557,2,1,42,4,0.0,2,0,1,86642.38,0
6303,6304,15591169,788,1,0,49,4,137455.99,1,1,0,184178.29,1
6304,6305,15653455,648,0,0,38,2,0.0,2,0,1,9551.49,0
6305,6306,15732563,726,1,0,33,7,99046.31,2,1,1,56053.06,0
6306,6307,15656471,773,0,1,33,9,0.0,2,1,1,1118.31,0
6307,6308,15598510,583,1,1,27,4,105907.42,2,1,1,195732.04,0
6308,6309,15766427,565,1,1,52,5,97720.35,2,1,0,175070.94,1
6309,6310,15785342,705,0,1,25,9,0.0,2,0,1,112331.19,0
6310,6311,15641595,685,2,1,43,4,97392.18,2,1,0,43956.83,0
6311,6312,15798429,741,0,1,29,8,0.0,2,1,1,115994.52,0
6312,6313,15648136,658,1,0,28,9,152812.58,1,1,0,166682.57,0
6313,6314,15812482,575,0,1,27,3,139301.68,1,1,0,99843.98,0
6314,6315,15790810,844,0,0,41,10,76319.64,1,1,1,141175.18,1
6315,6316,15687421,559,2,1,67,9,125919.35,1,1,0,175910.95,1
6316,6317,15765643,725,0,1,37,6,124348.38,2,0,1,176984.34,0
6317,6318,15654878,450,0,1,29,7,117199.8,1,1,1,43480.63,0
6318,6319,15686835,738,1,0,57,9,148384.64,1,0,0,155047.11,1
6319,6320,15768340,642,1,0,19,3,113905.48,1,1,1,176137.2,0
6320,6321,15673599,618,2,1,32,5,133476.09,1,0,1,154843.4,0
6321,6322,15689096,590,0,1,47,0,117879.32,1,1,1,8214.46,0
6322,6323,15684294,735,0,1,50,2,0.0,2,0,1,147075.69,0
6323,6324,15615828,550,0,1,34,8,122359.5,1,0,0,116495.55,0
6324,6325,15746012,729,2,0,28,0,0.0,2,1,1,31165.06,1
6325,6326,15615797,743,1,1,59,5,108585.35,1,1,1,192127.22,1
6326,6327,15788494,555,0,1,31,8,145875.74,1,1,0,137491.23,0
6327,6328,15793856,667,2,0,36,3,121542.57,2,1,1,186841.71,0
6328,6329,15629545,790,2,0,41,7,109508.68,1,0,0,86776.38,0
6329,6330,15661198,727,1,1,34,2,146407.11,1,1,1,72073.72,0
6330,6331,15715117,744,0,0,39,6,0.0,1,0,0,10662.58,0
6331,6332,15701074,629,1,1,35,8,112330.83,1,1,1,91001.02,0
6332,6333,15793046,619,0,0,35,4,90413.12,1,1,1,20555.21,0
6333,6334,15623744,634,0,1,34,8,105302.66,1,1,1,123164.97,0
6334,6335,15611329,608,2,0,35,6,0.0,2,1,1,143463.28,0
6335,6336,15740428,507,0,0,35,1,0.0,2,0,0,92131.54,0
6336,6337,15781534,536,1,0,35,4,121520.36,1,0,0,77178.42,0
6337,6338,15618243,730,2,0,43,1,103960.38,1,1,1,193650.16,0
6338,6339,15784161,583,1,1,39,8,102945.01,1,0,0,52861.89,0
6339,6340,15700325,644,0,0,24,8,92760.55,1,1,0,35896.75,0
6340,6341,15659064,790,2,1,37,8,0.0,2,1,1,149418.41,0
6341,6342,15658364,807,1,0,40,1,134590.21,1,1,1,46253.65,0
6342,6343,15704340,581,0,0,37,10,104255.03,1,1,0,86609.37,0
6343,6344,15793455,627,2,0,55,6,0.0,1,0,0,91943.94,1
6344,6345,15579777,850,0,1,41,3,0.0,2,1,0,128892.36,0
6345,6346,15632345,754,0,0,35,4,0.0,2,1,0,44830.71,0
6346,6347,15814468,551,1,1,50,1,121399.98,1,0,1,84508.44,1
6347,6348,15754820,637,1,1,35,8,147127.81,2,1,1,84760.7,0
6348,6349,15707505,699,2,1,31,8,125927.51,2,1,0,147661.47,0
6349,6350,15699507,542,0,0,25,7,0.0,2,0,1,82393.08,0
6350,6351,15799600,640,1,1,48,1,111599.32,1,0,1,135995.58,0
